MW	Sv	Se	Mi	nAT	nSK	nBT	nBM	RBN	nDB	nTB	nAB	nH	nC	nN	nO	nS	nCL	nHM	nHet	nX	H%	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	nCIC	nR03	nR04	nR05	nR06	nR07	ARR	nCp	nCs	nCt	nCq	nCrs	nCrt	nCrq	nCar	nCbH	nCb-	nCconj	nR=Cp	nR=Cs	nR=Ct	nR#C-	nRCOOH	nRCOOR	nArCOOR	nRCHO	nArCHO	nRCO	nArCO	nArNH2	nArNHR	nRCN	nArNO2	nROH	nArOH	nOHp	nOHs	nOHt	nROR	nArOR	nSH	nOxiranes	nOxolanes	nFuranes	nPyridines	nHDon	nHAcc	Uc	Ui	Hy	TPSA(Tot)	MLOGP	SAtot
90.21	7.821	14.494	1.133	15	5	14	0	2	0	0	0	10	4	0	0	1	0	1	1	0	66.7	26.7	0.0	0.0	0.0	4	0	0	0	0	0	0	0	0	0.0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.132	38.8	1.817	170.116
76.11	6.537	13.189	1.16	13	5	12	0	2	0	0	0	8	3	0	2	0	0	0	2	0	61.5	23.1	0.0	15.4	0.0	3	0	0	0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	2	0.0	0.0	0.312	29.46	-0.534	151.556
76.11	6.537	13.189	1.16	13	5	12	0	2	0	0	0	8	3	0	2	0	0	0	2	0	61.5	23.1	0.0	15.4	0.0	3	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0.0	0.0	-0.539	18.46	-0.128	144.585
72.12	6.822	12.862	1.144	13	5	12	1	2	1	0	0	8	4	0	1	0	0	0	1	0	61.5	30.8	0.0	7.7	0.0	2	2	0	0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	1.0	-0.719	9.23	0.655	145.887
74.09	6.01	11.305	1.151	11	5	10	1	2	1	0	0	6	3	0	2	0	0	0	2	0	54.5	27.3	0.0	18.2	0.0	2	1	0	0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.539	26.3	0.133	133.671
75.08	5.505	10.524	1.175	10	5	9	1	2	1	0	0	5	2	1	2	0	0	0	3	0	50.0	20.0	10.0	20.0	0.0	2	0	0	0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.0	1.0	-0.359	38.66	-0.41	130.763
67.1	6.075	9.869	1.133	10	5	10	5	0	0	0	5	5	4	1	0	0	0	0	1	0	50.0	40.0	10.0	0.0	0.0	0	4	0	1	0	0	1	0	0	1.0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.585	1.807	0.132	15.79	0.156	100.917
72.12	6.822	12.862	1.144	13	5	13	0	0	0	0	0	8	4	0	1	0	0	0	1	0	61.5	30.8	0.0	7.7	0.0	4	0	0	1	0	0	1	0	0	0.0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0.0	0.0	-0.719	9.23	0.408	119.423
68.08	5.768	9.095	1.116	9	5	9	5	0	0	0	5	4	4	0	1	0	0	0	1	0	44.4	44.4	0.0	11.1	0.0	0	4	0	1	0	0	1	0	0	1.0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2.585	1.807	-0.719	13.14	0.156	99.023
146.26	14.171	27.607	1.148	28	10	27	0	3	0	0	0	18	8	0	2	0	0	0	2	0	64.3	28.6	0.0	7.1	0.0	8	0	0	0	0	0	0	0	0	0.0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	2	0.0	0.0	0.647	40.46	1.393	314.074
114.16	10.064	18.073	1.139	18	8	17	2	3	2	0	0	10	6	0	2	0	0	0	2	0	55.6	33.3	0.0	11.1	0.0	4	2	0	0	0	0	0	0	0	0.0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	1.585	-0.71	34.14	0.454	200.987
116.18	10.59	19.956	1.146	20	8	19	1	3	1	0	0	12	6	0	2	0	0	0	2	0	60.0	30.0	0.0	10.0	0.0	5	1	0	0	0	0	0	0	0	0.0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.71	26.3	1.373	215.657
270.51	27.385	51.676	1.141	53	19	52	1	14	1	0	0	34	17	0	2	0	0	0	2	0	64.2	32.1	0.0	3.8	0.0	16	1	0	0	0	0	0	0	0	0.0	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.879	26.3	5.449	500.444
284.54	28.912	54.559	1.141	56	20	55	1	16	1	0	0	36	18	0	2	0	0	0	2	0	64.3	32.1	0.0	3.6	0.0	17	1	0	0	0	0	0	0	0	0.0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.886	26.3	5.687	524.822
200.36	19.751	37.258	1.142	38	14	37	1	10	1	0	0	24	12	0	2	0	0	0	2	0	63.2	31.6	0.0	5.3	0.0	11	1	0	0	0	0	0	0	0	0.0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.835	26.3	4.165	368.362
258.4	23.708	43.796	1.142	44	18	43	2	13	2	0	0	26	14	0	4	0	0	0	4	0	59.1	31.8	0.0	9.1	0.0	12	2	0	0	0	0	0	0	0	0.0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1.585	1.585	-0.763	52.6	2.849	439.832
186.33	18.224	34.374	1.142	35	13	34	1	9	1	0	0	22	11	0	2	0	0	0	2	0	62.9	31.4	0.0	5.7	0.0	10	1	0	0	0	0	0	0	0	0.0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.822	26.3	3.884	342.285
114.21	11.402	21.513	1.142	22	8	21	1	4	1	0	0	14	7	0	1	0	0	0	1	0	63.6	31.8	0.0	4.5	0.0	6	1	0	0	0	0	0	0	0	0.0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.828	17.07	1.795	222.862
116.18	10.59	19.956	1.146	20	8	19	1	4	1	0	0	12	6	0	2	0	0	0	2	0	60.0	30.0	0.0	10.0	0.0	5	1	0	0	0	0	0	0	0	0.0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.71	26.3	1.373	215.657
117.17	10.085	19.174	1.158	19	8	18	1	4	1	0	0	11	5	1	2	0	0	0	3	0	57.9	26.3	5.3	10.5	0.0	5	0	0	0	0	0	0	0	0	0.0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.0	1.0	-0.591	38.66	0.972	212.75
86.15	8.349	15.745	1.143	16	6	15	1	3	1	0	0	10	5	0	1	0	0	0	1	0	62.5	31.3	0.0	6.3	0.0	4	1	0	0	0	0	0	0	0	0.0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.767	17.07	1.064	170.709
104.24	9.348	17.378	1.134	18	6	17	0	3	0	0	0	12	5	0	0	1	0	1	1	0	66.7	27.8	0.0	0.0	0.0	5	0	0	0	0	0	0	0	0	0.0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.004	38.8	2.226	196.193
88.12	7.537	14.189	1.149	14	6	13	1	3	1	0	0	8	4	0	2	0	0	0	2	0	57.1	28.6	0.0	14.3	0.0	3	1	0	0	0	0	0	0	0	0.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.614	26.3	0.586	159.748
90.14	8.064	16.073	1.156	16	6	15	0	3	0	0	0	10	4	0	2	0	0	0	2	0	62.5	25.0	0.0	12.5	0.0	4	0	0	0	0	0	0	0	0	0.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	2	0.0	0.0	0.158	29.46	-0.081	177.633
85.17	8.655	16.52	1.151	17	6	17	0	0	0	0	0	11	5	1	0	0	0	0	1	0	64.7	29.4	5.9	0.0	0.0	5	0	0	1	0	0	0	1	0	0.0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.004	12.03	0.817	147.537
158.27	15.171	28.607	1.143	29	11	28	1	7	1	0	0	18	9	0	2	0	0	0	2	0	62.1	31.0	0.0	6.9	0.0	8	1	0	0	0	0	0	0	0	0.0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.79	26.3	3.289	290.131
154.23	14.117	24.84	1.133	25	11	24	2	4	1	1	0	14	9	0	2	0	0	0	2	0	56.0	36.0	0.0	8.0	0.0	6	1	2	0	0	0	0	0	0	0.0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	2.0	-0.79	26.3	2.27	272.039
128.24	12.929	24.396	1.141	25	9	24	1	5	1	0	0	16	8	0	1	0	0	0	1	0	64.0	32.0	0.0	4.0	0.0	7	1	0	0	0	0	0	0	0	0.0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.848	17.07	2.129	248.939
130.21	12.117	22.84	1.145	23	9	22	1	5	1	0	0	14	7	0	2	0	0	0	2	0	60.9	30.4	0.0	8.7	0.0	6	1	0	0	0	0	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1.0	1.0	-0.107	37.3	1.727	243.26
102.2	10.402	20.513	1.148	21	7	20	0	4	0	0	0	14	6	0	1	0	0	0	1	0	66.7	28.6	0.0	4.8	0.0	6	0	0	0	0	0	0	0	0	0.0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.088	20.23	1.587	214.671
118.27	10.875	20.262	1.135	21	7	20	0	4	0	0	0	14	6	0	0	1	0	1	1	0	66.7	28.6	0.0	0.0	0.0	6	0	0	0	0	0	0	0	0	0.0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	-0.088	38.8	2.604	222.269
102.15	9.064	17.073	1.147	17	7	16	1	4	1	0	0	10	5	0	2	0	0	0	2	0	58.8	29.4	0.0	11.8	0.0	3	2	0	0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	2	1.0	1.0	0.046	29.46	0.184	194.051
146.16	11.493	20.727	1.146	20	10	19	2	5	2	0	0	10	6	0	4	0	0	0	4	0	50.0	30.0	0.0	20.0	0.0	4	2	0	0	0	0	0	0	0	0.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1.585	1.585	-0.576	52.6	0.434	231.218
112.24	12.214	23.069	1.138	24	8	23	1	5	1	0	0	16	8	0	0	0	0	0	0	0	66.7	33.3	0.0	0.0	0.0	6	2	0	0	0	0	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	-0.946	0.0	3.146	235.079
116.23	11.929	23.396	1.147	24	8	23	0	5	0	0	0	16	7	0	1	0	0	0	1	0	66.7	29.2	0.0	4.2	0.0	7	0	0	0	0	0	0	0	0	0.0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.158	20.23	1.94	240.748
114.21	11.402	21.513	1.142	22	8	21	1	5	1	0	0	14	7	0	1	0	0	0	1	0	63.6	31.8	0.0	4.5	0.0	6	1	0	0	0	0	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.828	17.07	1.795	222.862
120.17	10.305	20.284	1.156	20	8	19	0	5	0	0	0	12	5	0	3	0	0	0	3	0	60.0	25.0	0.0	15.0	0.0	5	0	0	0	0	0	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	3	0.0	0.0	0.079	38.69	-0.507	218.825
168.26	15.644	27.723	1.134	28	12	27	2	5	1	1	0	16	10	0	2	0	0	0	2	0	57.1	35.7	0.0	7.1	0.0	7	1	2	0	0	0	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.585	2.0	-0.807	26.3	2.573	298.116
214.39	21.278	40.141	1.142	41	15	40	1	11	1	0	0	26	13	0	2	0	0	0	2	0	63.4	31.7	0.0	4.9	0.0	12	1	0	0	0	0	0	0	0	0.0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.846	26.3	4.437	394.438
134.2	11.832	23.167	1.154	23	9	22	0	6	0	0	0	14	6	0	3	0	0	0	3	0	60.9	26.1	0.0	13.0	0.0	6	0	0	0	0	0	0	0	0	0.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	3	0.0	0.0	-0.001	38.69	-0.129	244.902
158.27	15.171	28.607	1.143	29	11	28	1	7	1	0	0	18	9	0	2	0	0	0	2	0	62.1	31.0	0.0	6.9	0.0	8	1	0	0	0	0	0	0	0	0.0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1.0	1.0	-0.206	37.3	3.289	295.414
158.27	15.171	28.607	1.143	29	11	28	1	7	1	0	0	18	9	0	2	0	0	0	2	0	62.1	31.0	0.0	6.9	0.0	8	1	0	0	0	0	0	0	0	0.0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.79	26.3	2.377	290.131
170.33	17.51	33.047	1.14	34	12	33	1	8	1	0	0	22	11	0	1	0	0	0	1	0	64.7	32.4	0.0	2.9	0.0	10	1	0	0	0	0	0	0	0	0.0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.888	17.07	3.953	327.169
172.3	16.698	31.491	1.143	32	12	31	1	8	1	0	0	20	10	0	2	0	0	0	2	0	62.5	31.3	0.0	6.3	0.0	9	1	0	0	0	0	0	0	0	0.0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.807	26.3	3.593	316.208
200.36	19.751	37.258	1.142	38	14	37	1	10	1	0	0	24	12	0	2	0	0	0	2	0	63.2	31.6	0.0	5.3	0.0	11	1	0	0	0	0	0	0	0	0.0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.835	26.3	4.165	368.362
144.24	13.644	25.723	1.144	26	10	25	1	7	1	0	0	16	8	0	2	0	0	0	2	0	61.5	30.8	0.0	7.7	0.0	7	1	0	0	0	0	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.768	26.3	2.06	264.055
158.32	16.51	32.047	1.145	33	11	32	0	8	0	0	0	22	10	0	1	0	0	0	1	0	66.7	30.3	0.0	3.0	0.0	10	0	0	0	0	0	0	0	0	0.0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.294	20.23	3.806	318.978
156.3	15.983	30.163	1.141	31	11	30	1	8	1	0	0	20	10	0	1	0	0	0	1	0	64.5	32.3	0.0	3.2	0.0	9	1	0	0	0	0	0	0	0	0.0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.877	17.07	3.661	301.093
158.27	15.171	28.607	1.143	29	11	28	1	8	1	0	0	18	9	0	2	0	0	0	2	0	62.1	31.0	0.0	6.9	0.0	8	1	0	0	0	0	0	0	0	0.0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.79	26.3	3.289	290.131
186.33	18.224	34.374	1.142	35	13	34	1	9	1	0	0	22	11	0	2	0	0	0	2	0	62.9	31.4	0.0	5.7	0.0	10	1	0	0	0	0	0	0	0	0.0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1.0	1.0	-0.277	37.3	3.884	347.567
172.35	18.036	34.931	1.144	36	12	35	0	9	0	0	0	24	11	0	1	0	0	0	1	0	66.7	30.6	0.0	2.8	0.0	11	0	0	0	0	0	0	0	0	0.0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.325	20.23	4.098	345.055
170.33	17.51	33.047	1.14	34	12	33	1	9	1	0	0	22	11	0	1	0	0	0	1	0	64.7	32.4	0.0	2.9	0.0	9	2	0	0	0	0	0	0	0	0.0	1	8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1.0	1.0	-0.325	20.23	3.041	335.396
170.33	17.51	33.047	1.14	34	12	33	1	9	1	0	0	22	11	0	1	0	0	0	1	0	64.7	32.4	0.0	2.9	0.0	10	1	0	0	0	0	0	0	0	0.0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.888	17.07	3.953	327.169
168.31	16.983	31.163	1.136	32	12	31	2	9	2	0	0	20	11	0	1	0	0	0	1	0	62.5	34.4	0.0	3.1	0.0	8	3	0	0	0	0	0	0	0	0.0	0	8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.585	1.585	-0.888	17.07	2.933	317.511
186.38	19.563	37.814	1.144	39	13	38	0	10	0	0	0	26	12	0	1	0	0	0	1	0	66.7	30.8	0.0	2.6	0.0	12	0	0	0	0	0	0	0	0	0.0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.352	20.23	4.379	371.131
184.36	19.036	35.931	1.14	37	13	36	1	10	1	0	0	24	12	0	1	0	0	0	1	0	64.9	32.4	0.0	2.7	0.0	11	1	0	0	0	0	0	0	0	0.0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.0	1.0	-0.897	17.07	4.234	353.246
202.45	20.036	37.563	1.136	39	13	38	0	10	0	0	0	26	12	0	0	1	0	1	1	0	66.7	30.8	0.0	0.0	0.0	12	0	0	0	0	0	0	0	0	0.0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	-0.352	38.8	5.396	378.73
186.38	19.563	37.814	1.144	39	13	38	0	10	0	0	0	26	12	0	1	0	0	0	1	0	66.7	30.8	0.0	2.6	0.0	12	0	0	0	0	0	0	0	0	0.0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.0	0.0	-0.897	9.23	3.467	364.16
298.57	30.439	57.443	1.141	59	21	58	1	17	1	0	0	38	19	0	2	0	0	0	2	0	64.4	32.2	0.0	3.4	0.0	18	1	0	0	0	0	0	0	0	0.0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.891	26.3	5.919	550.899
228.42	22.805	43.025	1.142	44	16	43	1	12	1	0	0	28	14	0	2	0	0	0	2	0	63.6	31.8	0.0	4.5	0.0	13	1	0	0	0	0	0	0	0	0.0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.0	1.0	-0.856	26.3	4.701	420.515
200.41	21.09	40.698	1.143	42	14	41	0	11	0	0	0	28	13	0	1	0	0	0	1	0	66.7	31.0	0.0	2.4	0.0	13	0	0	0	0	0	0	0	0	0.0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.375	20.23	4.651	397.208
214.44	22.617	43.581	1.143	45	15	44	0	12	0	0	0	30	14	0	1	0	0	0	1	0	66.7	31.1	0.0	2.2	0.0	14	0	0	0	0	0	0	0	0	0.0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.395	20.23	4.914	423.285
270.56	28.724	55.116	1.142	57	19	56	0	16	0	0	0	38	18	0	1	0	0	0	1	0	66.7	31.6	0.0	1.8	0.0	18	0	0	0	0	0	0	0	0	0.0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.456	20.23	5.901	527.592
86.15	8.349	15.745	1.143	16	6	15	1	1	1	0	0	10	5	0	1	0	0	0	1	0	62.5	31.3	0.0	6.3	0.0	3	2	0	0	0	0	0	0	0	0.0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1.0	1.0	0.004	20.23	1.064	191.517
196.32	18.698	33.491	1.134	34	14	33	3	6	3	0	0	20	12	0	2	0	0	0	2	0	58.8	35.3	0.0	5.9	0.0	7	5	0	0	0	0	0	0	0	0.0	4	2	1	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.835	26.3	3.049	357.033
142.27	14.456	27.28	1.141	28	10	28	0	0	0	0	0	18	9	0	1	0	0	0	1	0	64.3	32.1	0.0	3.6	0.0	9	0	0	1	0	0	0	1	0	0.0	3	4	1	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0.0	0.0	-0.257	20.23	2.199	276.871
262.43	25.278	44.141	1.129	45	19	46	3	2	3	0	0	26	17	0	2	0	0	0	2	0	57.8	37.8	0.0	4.4	0.0	12	5	0	2	0	0	1	0	1	0.0	5	4	3	0	4	3	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.0	2.0	-0.879	26.3	3.941	420.147
214.23	17.778	26.4	1.104	26	16	27	13	3	1	0	12	10	13	0	3	0	0	0	3	0	38.5	50.0	0.0	11.5	0.0	0	13	0	2	0	0	0	2	0	0.706	0	0	0	0	0	0	0	12	9	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	3.807	3.0	-0.291	46.53	3.461	285.675
228.26	19.305	29.284	1.108	29	17	30	13	4	1	0	12	12	14	0	3	0	0	0	3	0	41.4	48.3	0.0	10.3	0.0	1	13	0	2	0	0	0	2	0	0.667	0	0	0	0	0	0	0	12	9	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	3.807	3.0	-0.314	46.53	3.457	311.751
