%
% ARFF data file, generated by KNIME
%
% Date: Mon Dec 05 16:10:13 BRST 2016
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE MW	REAL
@ATTRIBUTE Sv	REAL
@ATTRIBUTE Se	REAL
@ATTRIBUTE Mi	REAL
@ATTRIBUTE nAT	INTEGER
@ATTRIBUTE nSK	INTEGER
@ATTRIBUTE nBT	INTEGER
@ATTRIBUTE nBM	INTEGER
@ATTRIBUTE RBN	INTEGER
@ATTRIBUTE nDB	INTEGER
@ATTRIBUTE nTB	INTEGER
@ATTRIBUTE nAB	INTEGER
@ATTRIBUTE nH	INTEGER
@ATTRIBUTE nC	INTEGER
@ATTRIBUTE nN	INTEGER
@ATTRIBUTE nO	INTEGER
@ATTRIBUTE nS	INTEGER
@ATTRIBUTE nCL	INTEGER
@ATTRIBUTE nHM	INTEGER
@ATTRIBUTE nHet	INTEGER
@ATTRIBUTE nX	INTEGER
@ATTRIBUTE H_percent	REAL
@ATTRIBUTE C_percent	REAL
@ATTRIBUTE N_percent	REAL
@ATTRIBUTE O_percent	REAL
@ATTRIBUTE X_percent	REAL
@ATTRIBUTE nCsp3	INTEGER
@ATTRIBUTE nCsp2	INTEGER
@ATTRIBUTE nCsp	INTEGER
@ATTRIBUTE nCIC	INTEGER
@ATTRIBUTE nR03	INTEGER
@ATTRIBUTE nR04	INTEGER
@ATTRIBUTE nR05	INTEGER
@ATTRIBUTE nR06	INTEGER
@ATTRIBUTE nR07	INTEGER
@ATTRIBUTE ARR	REAL
@ATTRIBUTE nCp	INTEGER
@ATTRIBUTE nCs	INTEGER
@ATTRIBUTE nCt	INTEGER
@ATTRIBUTE nCq	INTEGER
@ATTRIBUTE nCrs	INTEGER
@ATTRIBUTE nCrt	INTEGER
@ATTRIBUTE nCrq	INTEGER
@ATTRIBUTE nCar	INTEGER
@ATTRIBUTE nCbH	INTEGER
@ATTRIBUTE nCb-	INTEGER
@ATTRIBUTE nCconj	INTEGER
@ATTRIBUTE nR=Cp	INTEGER
@ATTRIBUTE nR=Cs	INTEGER
@ATTRIBUTE nR=Ct	INTEGER
@ATTRIBUTE nR	INTEGER
@ATTRIBUTE Col51	INTEGER
@ATTRIBUTE Col52	INTEGER
@ATTRIBUTE Col53	INTEGER
@ATTRIBUTE Col54	INTEGER
@ATTRIBUTE Col55	INTEGER
@ATTRIBUTE Col56	INTEGER
@ATTRIBUTE Col57	INTEGER
@ATTRIBUTE Col58	INTEGER
@ATTRIBUTE Col59	INTEGER
@ATTRIBUTE Col60	INTEGER
@ATTRIBUTE Col61	INTEGER
@ATTRIBUTE Col62	INTEGER
@ATTRIBUTE Col63	INTEGER
@ATTRIBUTE Col64	INTEGER
@ATTRIBUTE Col65	INTEGER
@ATTRIBUTE Col66	INTEGER
@ATTRIBUTE Col67	INTEGER
@ATTRIBUTE Col68	INTEGER
@ATTRIBUTE Col69	INTEGER
@ATTRIBUTE Col70	INTEGER
@ATTRIBUTE Col71	INTEGER
@ATTRIBUTE Col72	INTEGER
@ATTRIBUTE Col73	INTEGER
@ATTRIBUTE Col74	INTEGER
@ATTRIBUTE Col75	INTEGER
@ATTRIBUTE Col76	REAL
@ATTRIBUTE Col77	REAL
@ATTRIBUTE Col78	REAL
@ATTRIBUTE Col79	REAL
@ATTRIBUTE Col80	REAL
@ATTRIBUTE Col81	REAL
@ATTRIBUTE musk	{0,1}

@DATA
116.23,11.929,23.396,1.147,24,8,23,0,4,0,0,0,16,7,0,1,0,0,0,1,0,66.7,29.2,0.0,4.2,0.0,7,0,0,0,0,0,0,0,0,0.0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,-0.158,20.23,1.94,247.038,0
133.17,10.8,20.502,1.16,20,9,19,2,4,2,0,0,11,5,1,3,0,0,0,4,0,55.0,25.0,5.0,15.0,0.0,5,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.585,1.585,-0.53,55.05,1.595,224.51,0
146.33,13.928,26.029,1.135,27,9,26,0,6,0,0,0,18,8,0,0,1,0,1,1,0,66.7,29.6,0.0,0.0,0.0,8,0,0,0,0,0,0,0,0,0.0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-0.848,25.3,3.291,273.687,0
228.42,22.805,43.025,1.142,44,16,43,1,12,1,0,0,28,14,0,2,0,0,0,2,0,63.6,31.8,0.0,4.5,0.0,13,1,0,0,0,0,0,0,0,0.0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,1.0,-0.352,37.3,4.701,425.797,0
152.26,14.929,26.396,1.131,27,11,28,1,1,1,0,0,16,10,0,1,0,0,0,1,0,59.3,37.0,0.0,3.7,0.0,9,1,0,2,1,0,1,1,0,0.0,3,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.877,17.07,2.357,250.161,0
152.26,14.929,26.396,1.131,27,11,28,1,0,1,0,0,16,10,0,1,0,0,0,1,0,59.3,37.0,0.0,3.7,0.0,9,1,0,2,0,1,0,2,0,0.0,3,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.877,17.07,2.357,250.161,0
102.15,9.064,17.073,1.147,17,7,16,1,2,1,0,0,10,5,0,2,0,0,0,2,0,58.8,29.4,0.0,11.8,0.0,4,1,0,0,0,0,0,0,0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.668,26.3,0.996,189.581,0
152.21,13.59,22.956,1.127,23,11,23,3,2,3,0,0,12,9,0,2,0,0,0,2,0,52.2,39.1,0.0,8.7,0.0,4,5,0,1,0,0,1,0,0,0.0,1,3,0,0,2,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,2.0,2.0,-0.206,37.3,0.969,247.952,0
135.18,11.843,18.964,1.125,19,10,19,7,1,1,0,6,9,8,1,1,0,0,0,2,0,47.4,42.1,5.3,5.3,0.0,1,7,0,1,0,0,0,1,0,0.6,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.0,2.322,0.647,43.09,2.001,198.246,0
166.19,13.778,22.4,1.123,22,12,22,7,2,1,0,6,10,9,0,3,0,0,0,3,0,45.5,40.9,0.0,13.6,0.0,2,7,0,1,0,0,0,1,0,0.5,1,0,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,3.0,2.322,-0.164,46.53,1.75,246.468,0
88.12,7.537,14.189,1.149,14,6,13,1,2,1,0,0,8,4,0,2,0,0,0,2,0,57.1,28.6,0.0,14.3,0.0,3,1,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.614,26.3,0.586,159.748,0
136.26,14.214,25.069,1.128,26,10,26,2,1,2,0,0,16,10,0,0,0,0,0,0,0,61.5,38.5,0.0,0.0,0.0,6,4,0,1,0,0,0,1,0,0.0,2,2,2,0,2,1,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,1.585,-0.96,0.0,3.267,248.962,0
116.18,10.59,19.956,1.146,20,8,19,1,3,1,0,0,12,6,0,2,0,0,0,2,0,60.0,30.0,0.0,10.0,0.0,5,1,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.71,26.3,1.373,215.657,0
86.15,8.349,15.745,1.143,16,6,15,1,1,1,0,0,10,5,0,1,0,0,0,1,0,62.5,31.3,0.0,6.3,0.0,3,2,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.004,20.23,1.064,178.935,0
144.24,13.644,25.723,1.144,26,10,25,1,5,1,0,0,16,8,0,2,0,0,0,2,0,61.5,30.8,0.0,7.7,0.0,7,1,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.768,26.3,2.06,267.811,0
154.28,15.456,28.28,1.136,29,11,29,1,1,1,0,0,18,10,0,1,0,0,0,1,0,62.1,34.5,0.0,3.4,0.0,8,2,0,1,0,0,0,1,0,0.0,3,3,2,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1.0,1.0,-0.294,20.23,2.357,289.533,0
86.15,8.349,15.745,1.143,16,6,15,1,1,1,0,0,10,5,0,1,0,0,0,1,0,62.5,31.3,0.0,6.3,0.0,4,1,0,0,0,0,0,0,0,0.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.767,17.07,1.064,174.465,0
100.18,9.876,18.629,1.142,19,7,18,1,2,1,0,0,12,6,0,1,0,0,0,1,0,63.2,31.6,0.0,5.3,0.0,5,1,0,0,0,0,0,0,0,0.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.802,17.07,1.442,200.542,0
162.2,14.064,22.073,1.113,22,12,22,8,4,2,0,6,10,10,0,2,0,0,0,2,0,45.5,45.5,0.0,9.1,0.0,1,9,0,1,0,0,0,1,0,0.5,0,0,0,0,0,0,0,6,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.17,2.585,-0.807,26.3,2.568,241.45,0
168.21,14.305,24.284,1.13,24,12,24,6,5,1,0,5,12,9,0,3,0,0,0,3,0,50.0,37.5,0.0,12.5,0.0,4,5,0,1,0,0,1,0,0,0.417,1,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.807,2.17,-0.727,39.44,1.213,248.724,0
112.19,10.876,19.629,1.135,20,8,20,1,0,1,0,0,12,7,0,1,0,0,0,1,0,60.0,35.0,0.0,5.0,0.0,6,1,0,1,0,0,0,1,0,0.0,1,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.828,17.07,1.403,190.495,0
185.07,11.659,17.647,1.107,18,9,18,6,1,0,0,6,9,8,0,0,0,0,1,1,1,50.0,44.4,0.0,0.0,5.6,2,6,0,1,0,0,0,1,0,0.667,1,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.807,2.0,-0.848,0.0,3.412,211.286,0
136.26,14.214,25.069,1.128,26,10,26,2,0,2,0,0,16,10,0,0,0,0,0,0,0,61.5,38.5,0.0,0.0,0.0,6,4,0,1,0,0,0,1,0,0.0,3,3,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,1.585,-0.96,0.0,3.267,241.45,0
154.28,15.456,28.28,1.136,29,11,29,1,0,1,0,0,18,10,0,1,0,0,0,1,0,62.1,34.5,0.0,3.4,0.0,8,2,0,1,0,0,0,1,0,0.0,3,4,1,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1.0,1.0,-0.294,20.23,2.357,285.777,0
154.28,15.456,28.28,1.136,29,11,29,1,1,1,0,0,18,10,0,1,0,0,0,1,0,62.1,34.5,0.0,3.4,0.0,8,2,0,1,0,0,0,1,0,0.0,3,3,2,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1.0,1.0,-0.294,20.23,2.357,289.533,0
169.24,15.655,23.52,1.107,24,13,25,12,2,0,0,12,11,12,1,0,0,0,0,1,0,45.8,50.0,4.2,0.0,0.0,0,12,0,2,0,0,0,2,0,0.857,0,0,0,0,0,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.7,2.807,-0.352,12.03,3.395,235.998,0
122.18,11.349,18.745,1.12,19,9,19,6,1,0,0,6,10,8,0,1,0,0,0,1,0,52.6,42.1,0.0,5.3,0.0,2,6,0,1,0,0,0,1,0,0.667,2,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.807,2.0,-0.213,20.23,1.925,201.725,0
102.2,10.402,20.513,1.148,21,7,20,0,3,0,0,0,14,6,0,1,0,0,0,1,0,66.7,28.6,0.0,4.8,0.0,6,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,-0.088,20.23,1.587,218.427,0
116.23,11.929,23.396,1.147,24,8,23,0,4,0,0,0,16,7,0,1,0,0,0,1,0,66.7,29.2,0.0,4.2,0.0,7,0,0,0,0,0,0,0,0,0.0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,-0.158,20.23,1.94,247.038,0
158.27,15.171,28.607,1.143,29,11,28,1,5,1,0,0,18,9,0,2,0,0,0,2,0,62.1,31.0,0.0,6.9,0.0,8,1,0,0,0,0,0,0,0,0.0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.79,26.3,2.377,297.644,0
116.23,11.929,23.396,1.147,24,8,23,0,4,0,0,0,16,7,0,1,0,0,0,1,0,66.7,29.2,0.0,4.2,0.0,7,0,0,0,0,0,0,0,0,0.0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,-0.158,20.23,1.94,247.038,0
112.19,10.876,19.629,1.135,20,8,20,1,0,1,0,0,12,7,0,1,0,0,0,1,0,60.0,35.0,0.0,5.0,0.0,6,1,0,1,0,0,0,1,0,0.0,1,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.828,17.07,1.403,190.495,0
130.26,13.456,26.28,1.146,27,9,26,0,5,0,0,0,18,8,0,1,0,0,0,1,0,66.7,29.6,0.0,3.7,0.0,8,0,0,0,0,0,0,0,0,0.0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,-0.213,20.23,2.274,273.115,0
130.21,12.117,22.84,1.145,23,9,22,1,5,1,0,0,14,7,0,2,0,0,0,2,0,60.9,30.4,0.0,8.7,0.0,6,1,0,0,0,0,0,0,0,0.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.742,26.3,1.727,237.978,0
98.11,8.01,13.305,1.128,13,7,13,2,0,2,0,0,6,5,0,2,0,0,0,2,0,46.2,38.5,0.0,15.4,0.0,2,3,0,1,0,0,1,0,0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.585,1.585,-0.668,26.3,0.496,140.042,0
112.19,10.876,19.629,1.135,20,8,20,1,0,1,0,0,12,7,0,1,0,0,0,1,0,60.0,35.0,0.0,5.0,0.0,6,1,0,1,0,0,0,1,0,0.0,1,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.828,17.07,1.403,190.495,0
158.22,13.832,25.167,1.141,25,11,24,2,6,2,0,0,14,8,0,3,0,0,0,3,0,56.0,32.0,0.0,12.0,0.0,6,2,0,0,0,0,0,0,0,0.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.585,1.585,-0.702,43.37,1.117,268.256,0
116.13,9.252,16.516,1.143,16,8,15,2,3,2,0,0,8,5,0,3,0,0,0,3,0,50.0,31.3,0.0,18.8,0.0,3,2,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1.585,1.585,0.079,54.37,0.052,195.309,0
100.13,8.537,15.189,1.139,15,7,14,2,3,2,0,0,8,5,0,2,0,0,0,2,0,53.3,33.3,0.0,13.3,0.0,2,3,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.585,1.585,-0.668,26.3,0.888,176.166,0
116.13,9.252,16.516,1.143,16,8,15,2,3,2,0,0,8,5,0,3,0,0,0,3,0,50.0,31.3,0.0,18.8,0.0,3,2,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.585,1.585,-0.591,43.37,0.052,190.026,0
82.16,8.634,15.418,1.13,16,6,15,2,3,2,0,0,10,6,0,0,0,0,0,0,0,62.5,37.5,0.0,0.0,0.0,2,4,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,1.585,-0.921,0.0,2.352,173.266,0
115.22,9.316,15.713,1.13,16,7,15,2,3,2,0,0,9,5,1,0,1,0,1,2,0,56.3,31.3,6.3,0.0,0.0,4,0,1,0,0,0,0,0,0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.585,1.585,-0.668,44.45,2.539,197.863,0
102.15,9.064,17.073,1.147,17,7,16,1,4,1,0,0,10,5,0,2,0,0,0,2,0,58.8,29.4,0.0,11.8,0.0,4,1,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.668,26.3,0.996,185.824,0
198.39,20.563,38.814,1.14,40,14,39,1,10,1,0,0,26,13,0,1,0,0,0,1,0,65.0,32.5,0.0,2.5,0.0,12,1,0,0,0,0,0,0,0,0.0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.905,17.07,4.506,379.323,0
100.13,8.537,15.189,1.139,15,7,14,2,2,2,0,0,8,5,0,2,0,0,0,2,0,53.3,33.3,0.0,13.3,0.0,3,2,0,0,0,0,0,0,0,0.0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.585,1.585,-0.668,34.14,0.076,174.911,0
160.18,13.537,20.189,1.104,20,12,21,8,0,2,0,6,8,10,0,2,0,0,0,2,0,40.0,50.0,0.0,10.0,0.0,1,9,0,2,0,0,0,2,0,0.462,1,0,0,0,0,0,0,6,4,2,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.17,2.585,-0.807,30.21,2.568,205.326,0
180.22,15.305,25.284,1.125,25,13,25,7,3,1,0,6,12,10,0,3,0,0,0,3,0,48.0,40.0,0.0,12.0,0.0,3,7,0,1,0,0,0,1,0,0.462,2,1,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3.0,2.322,-0.202,46.53,2.597,274.243,0
174.22,14.547,26.494,1.144,26,12,25,2,6,2,0,0,14,8,0,4,0,0,0,4,0,53.8,30.8,0.0,15.4,0.0,6,2,0,0,0,0,0,0,0,0.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.585,1.585,-0.646,52.6,1.121,287.128,0
126.12,9.725,15.633,1.125,15,9,15,6,2,1,0,5,6,6,0,3,0,0,0,3,0,40.0,40.0,0.0,20.0,0.0,1,5,0,1,0,0,1,0,0,0.556,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.807,2.17,-0.636,39.44,0.209,170.494,0
143.2,13.129,19.636,1.108,20,11,21,11,0,0,0,11,9,10,1,0,0,0,0,1,0,45.0,50.0,5.0,0.0,0.0,1,9,0,2,0,0,0,2,0,0.917,1,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.585,2.7,-0.877,12.89,2.369,195.882,0
143.2,13.129,19.636,1.108,20,11,21,11,0,0,0,11,9,10,1,0,0,0,0,1,0,45.0,50.0,5.0,0.0,0.0,1,9,0,2,0,0,0,2,0,0.917,1,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.585,2.7,-0.877,12.89,2.369,195.882,0
131.19,12.129,18.636,1.114,19,10,20,10,0,0,0,10,9,9,1,0,0,0,0,1,0,47.4,47.4,5.3,0.0,0.0,1,8,0,2,0,0,1,1,0,0.909,1,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.459,2.585,-0.257,15.79,2.152,174.635,0
140.15,11.252,18.516,1.127,18,10,18,6,3,1,0,5,8,7,0,3,0,0,0,3,0,44.4,38.9,0.0,16.7,0.0,2,5,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.807,2.17,-0.672,39.44,0.563,196.571,0
154.18,12.778,21.4,1.129,21,11,21,6,4,1,0,5,10,8,0,3,0,0,0,3,0,47.6,38.1,0.0,14.3,0.0,3,5,0,1,0,0,1,0,0,0.455,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.807,2.17,-0.702,39.44,0.896,222.647,0
132.17,11.822,17.862,1.104,18,10,19,7,0,1,0,6,8,9,0,1,0,0,0,1,0,44.4,50.0,0.0,5.6,0.0,2,7,0,2,0,0,1,1,0,0.545,0,2,0,0,2,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2.322,-0.864,17.07,2.152,173.792,0
86.15,8.349,15.745,1.143,16,6,15,1,2,1,0,0,10,5,0,1,0,0,0,1,0,62.5,31.3,0.0,6.3,0.0,3,2,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.004,20.23,1.064,185.226,0
90.09,6.725,12.633,1.156,12,6,11,1,2,1,0,0,6,3,0,3,0,0,0,3,0,50.0,25.0,0.0,25.0,0.0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0,1.0,-0.46,35.53,-0.297,148.787,0
116.13,9.252,16.516,1.143,16,8,15,2,3,2,0,0,8,5,0,3,0,0,0,3,0,50.0,31.3,0.0,18.8,0.0,3,2,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.585,1.585,-0.591,43.37,0.052,190.026,0
130.21,12.117,22.84,1.145,23,9,22,1,3,1,0,0,14,7,0,2,0,0,0,2,0,60.9,30.4,0.0,8.7,0.0,6,1,0,0,0,0,0,0,0,0.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.742,26.3,1.727,243.432,0
136.21,12.876,21.629,1.123,22,10,22,6,1,0,0,6,12,9,0,1,0,0,0,1,0,54.5,40.9,0.0,4.5,0.0,3,6,0,1,0,0,0,1,0,0.6,2,0,1,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2.807,2.0,-0.257,20.23,2.242,240.383,0
154.28,15.456,28.28,1.136,29,11,29,1,1,1,0,0,18,10,0,1,0,0,0,1,0,62.1,34.5,0.0,3.4,0.0,8,2,0,1,0,0,0,1,0,0.0,2,4,2,0,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,1.0,-0.294,20.23,2.357,286.999,0
