%
% ARFF data file, generated by KNIME
%
% Date: Mon Dec 05 16:10:13 BRST 2016
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE MW	REAL
@ATTRIBUTE Sv	REAL
@ATTRIBUTE Se	REAL
@ATTRIBUTE Mi	REAL
@ATTRIBUTE nAT	INTEGER
@ATTRIBUTE nSK	INTEGER
@ATTRIBUTE nBT	INTEGER
@ATTRIBUTE nBM	INTEGER
@ATTRIBUTE RBN	INTEGER
@ATTRIBUTE nDB	INTEGER
@ATTRIBUTE nTB	INTEGER
@ATTRIBUTE nAB	INTEGER
@ATTRIBUTE nH	INTEGER
@ATTRIBUTE nC	INTEGER
@ATTRIBUTE nN	INTEGER
@ATTRIBUTE nO	INTEGER
@ATTRIBUTE nS	INTEGER
@ATTRIBUTE nCL	INTEGER
@ATTRIBUTE nHM	INTEGER
@ATTRIBUTE nHet	INTEGER
@ATTRIBUTE nX	INTEGER
@ATTRIBUTE H_percent	REAL
@ATTRIBUTE C_percent	REAL
@ATTRIBUTE N_percent	REAL
@ATTRIBUTE O_percent	REAL
@ATTRIBUTE X_percent	REAL
@ATTRIBUTE nCsp3	INTEGER
@ATTRIBUTE nCsp2	INTEGER
@ATTRIBUTE nCsp	INTEGER
@ATTRIBUTE nCIC	INTEGER
@ATTRIBUTE nR03	INTEGER
@ATTRIBUTE nR04	INTEGER
@ATTRIBUTE nR05	INTEGER
@ATTRIBUTE nR06	INTEGER
@ATTRIBUTE nR07	INTEGER
@ATTRIBUTE ARR	REAL
@ATTRIBUTE nCp	INTEGER
@ATTRIBUTE nCs	INTEGER
@ATTRIBUTE nCt	INTEGER
@ATTRIBUTE nCq	INTEGER
@ATTRIBUTE nCrs	INTEGER
@ATTRIBUTE nCrt	INTEGER
@ATTRIBUTE nCrq	INTEGER
@ATTRIBUTE nCar	INTEGER
@ATTRIBUTE nCbH	INTEGER
@ATTRIBUTE nCb-	INTEGER
@ATTRIBUTE nCconj	INTEGER
@ATTRIBUTE nR=Cp	INTEGER
@ATTRIBUTE nR=Cs	INTEGER
@ATTRIBUTE nR=Ct	INTEGER
@ATTRIBUTE nR	INTEGER
@ATTRIBUTE Col51	INTEGER
@ATTRIBUTE Col52	INTEGER
@ATTRIBUTE Col53	INTEGER
@ATTRIBUTE Col54	INTEGER
@ATTRIBUTE Col55	INTEGER
@ATTRIBUTE Col56	INTEGER
@ATTRIBUTE Col57	INTEGER
@ATTRIBUTE Col58	INTEGER
@ATTRIBUTE Col59	INTEGER
@ATTRIBUTE Col60	INTEGER
@ATTRIBUTE Col61	INTEGER
@ATTRIBUTE Col62	INTEGER
@ATTRIBUTE Col63	INTEGER
@ATTRIBUTE Col64	INTEGER
@ATTRIBUTE Col65	INTEGER
@ATTRIBUTE Col66	INTEGER
@ATTRIBUTE Col67	INTEGER
@ATTRIBUTE Col68	INTEGER
@ATTRIBUTE Col69	INTEGER
@ATTRIBUTE Col70	INTEGER
@ATTRIBUTE Col71	INTEGER
@ATTRIBUTE Col72	INTEGER
@ATTRIBUTE Col73	INTEGER
@ATTRIBUTE Col74	INTEGER
@ATTRIBUTE Col75	INTEGER
@ATTRIBUTE Col76	REAL
@ATTRIBUTE Col77	REAL
@ATTRIBUTE Col78	REAL
@ATTRIBUTE Col79	REAL
@ATTRIBUTE Col80	REAL
@ATTRIBUTE Col81	REAL
@ATTRIBUTE musk	{0,1}

@DATA
228.32,20.127,36.145,1.139,36,16,36,2,4,2,0,0,20,12,0,4,0,0,0,4,0,55.6,33.3,0.0,11.1,0.0,10,2,0,1,0,0,1,0,0,0.0,3,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.585,1.585,-0.734,52.6,1.922,375.405,0
150.24,14.402,24.513,1.125,25,11,25,3,0,3,0,0,14,10,0,1,0,0,0,1,0,56.0,40.0,0.0,4.0,0.0,5,5,0,1,0,0,0,1,0,0.0,3,2,0,0,2,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,-0.877,17.07,2.153,245.651,0
114.16,10.064,18.073,1.139,18,8,17,2,3,2,0,0,10,6,0,2,0,0,0,2,0,55.6,33.3,0.0,11.1,0.0,3,3,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.585,1.585,-0.71,26.3,1.266,202.242,0
136.26,14.214,25.069,1.128,26,10,26,2,1,2,0,0,16,10,0,0,0,0,0,0,0,61.5,38.5,0.0,0.0,0.0,6,4,0,1,0,0,0,1,0,0.0,2,3,1,0,3,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,1.585,-0.96,0.0,3.267,245.206,0
154.28,15.456,28.28,1.136,29,11,30,0,0,0,0,0,18,10,0,1,0,0,0,1,0,62.1,34.5,0.0,3.4,0.0,10,0,0,2,0,0,2,1,0,0.0,3,4,1,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,-0.294,20.23,2.502,276.871,0
150.24,14.402,24.513,1.125,25,11,25,3,1,3,0,0,14,10,0,1,0,0,0,1,0,56.0,40.0,0.0,4.0,0.0,5,5,0,1,0,0,0,1,0,0.0,2,2,1,0,2,1,0,0,0,0,3,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,-0.877,17.07,2.153,249.408,0
136.26,14.214,25.069,1.128,26,10,26,2,1,2,0,0,16,10,0,0,0,0,0,0,0,61.5,38.5,0.0,0.0,0.0,6,4,0,1,0,0,0,1,0,0.0,2,3,1,0,3,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,1.585,-0.96,0.0,3.267,245.206,0
170.28,16.171,29.607,1.139,30,12,30,1,1,1,0,0,18,10,0,2,0,0,0,2,0,60.0,33.3,0.0,6.7,0.0,8,2,0,1,0,0,0,1,0,0.0,2,4,2,0,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,2,1.0,1.0,0.509,40.46,1.477,317.911,0
204.39,21.322,37.603,1.128,39,15,40,2,1,2,0,0,24,15,0,0,0,0,0,0,0,61.5,38.5,0.0,0.0,0.0,11,4,0,2,0,0,0,2,0,0.0,2,6,2,1,6,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,1.585,-0.977,0.0,4.631,353.269,0
150.24,14.402,24.513,1.125,25,11,26,2,0,2,0,0,14,10,0,1,0,0,0,1,0,56.0,40.0,0.0,4.0,0.0,7,3,0,2,0,1,0,2,0,0.0,3,1,2,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.585,1.585,-0.877,17.07,2.25,236.746,0
116.08,7.913,13.076,1.139,12,8,11,3,2,3,0,0,4,4,0,4,0,0,0,4,0,33.3,33.3,0.0,33.3,0.0,0,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,2.0,2.0,1.083,74.6,-0.45,179.971,0
148.17,12.537,19.189,1.109,19,11,19,8,2,2,0,6,8,9,0,2,0,0,0,2,0,42.1,47.4,0.0,10.5,0.0,0,9,0,1,0,0,0,1,0,0.545,0,0,0,0,0,0,0,6,5,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3.17,2.585,-0.206,37.3,1.997,220.655,0
222.41,22.563,40.814,1.134,42,16,41,3,7,3,0,0,26,15,0,1,0,0,0,1,0,61.9,35.7,0.0,2.4,0.0,9,6,0,0,0,0,0,0,0,0.0,5,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,-0.413,20.23,3.909,420.385,0
282.52,28.385,52.676,1.138,54,20,53,2,15,2,0,0,34,18,0,2,0,0,0,2,0,63.0,33.3,0.0,3.7,0.0,15,3,0,0,0,0,0,0,0,0.0,1,14,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1.585,1.585,-0.419,37.3,5.579,520.446,0
196.32,18.698,33.491,1.134,34,14,34,2,3,2,0,0,20,12,0,2,0,0,0,2,0,58.8,35.3,0.0,5.9,0.0,9,3,0,1,0,0,0,1,0,0.0,3,4,2,0,4,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.585,1.585,-0.835,26.3,2.754,331.79,0
190.31,18.456,31.28,1.123,32,14,32,7,4,1,0,6,18,13,0,1,0,0,0,1,0,56.3,40.6,0.0,3.1,0.0,6,7,0,1,0,0,0,1,0,0.429,3,1,2,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2.322,-0.905,17.07,3.299,321.735,0
188.25,16.074,29.378,1.143,29,13,28,2,8,2,0,0,16,9,0,4,0,0,0,4,0,55.2,31.0,0.0,13.8,0.0,7,2,0,0,0,0,0,0,0,0.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.585,1.585,-0.673,52.6,1.438,309.449,0
214.39,21.278,40.141,1.142,41,15,40,1,11,1,0,0,26,13,0,2,0,0,0,2,0,63.4,31.7,0.0,4.9,0.0,12,1,0,0,0,0,0,0,0,0.0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.846,26.3,3.525,394.438,0
182.29,17.171,30.607,1.134,31,13,32,1,2,1,0,0,18,11,0,2,0,0,0,2,0,58.1,35.5,0.0,6.5,0.0,10,1,0,2,0,0,2,1,0,0.0,3,4,1,2,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.822,26.3,2.58,295.586,0
144.29,14.983,29.163,1.145,30,10,29,0,7,0,0,0,20,9,0,1,0,0,0,1,0,66.7,30.0,0.0,3.3,0.0,9,0,0,0,0,0,0,0,0,0.0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,-0.864,9.23,2.591,285.93,0
164.22,14.59,23.956,1.121,24,12,24,7,3,1,0,6,12,10,0,2,0,0,0,2,0,50.0,41.7,0.0,8.3,0.0,3,7,0,1,0,0,0,1,0,0.5,2,0,1,0,0,0,0,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.807,26.3,2.654,254.864,0
158.27,15.171,28.607,1.143,29,11,28,1,5,1,0,0,18,9,0,2,0,0,0,2,0,62.1,31.0,0.0,6.9,0.0,8,1,0,0,0,0,0,0,0,0.0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.79,26.3,2.377,297.644,0
146.21,12.832,24.167,1.147,24,10,23,1,5,1,0,0,14,7,0,3,0,0,0,3,0,58.3,29.2,0.0,12.5,0.0,6,1,0,0,0,0,0,0,0,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1.0,1.0,-0.065,46.53,0.891,266.356,0
178.3,17.456,30.28,1.127,31,13,31,6,6,0,0,6,18,12,0,1,0,0,0,1,0,58.1,38.7,0.0,3.2,0.0,6,6,0,1,0,0,0,1,0,0.462,1,5,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2.807,2.0,-0.352,20.23,3.118,306.032,0
206.31,19.171,32.607,1.126,33,15,33,7,6,1,0,6,18,13,0,2,0,0,0,2,0,54.5,39.4,0.0,6.1,0.0,6,7,0,1,0,0,0,1,0,0.4,2,2,1,0,0,0,0,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.846,26.3,3.23,333.095,0
172.3,16.698,31.491,1.143,32,12,31,1,6,1,0,0,20,10,0,2,0,0,0,2,0,62.5,31.3,0.0,6.3,0.0,9,1,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.807,26.3,2.681,323.72,0
166.24,15.117,25.84,1.128,26,12,26,6,3,1,0,5,14,10,0,2,0,0,0,2,0,53.8,38.5,0.0,7.7,0.0,5,5,0,1,0,0,1,0,0,0.417,3,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2.807,2.17,-0.807,30.21,1.54,263.441,0
242.45,24.332,45.909,1.141,47,17,46,1,13,1,0,0,30,15,0,2,0,0,0,2,0,63.8,31.9,0.0,4.3,0.0,14,1,0,0,0,0,0,0,0,0.0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.865,26.3,4.957,446.592,0
204.39,21.322,37.603,1.128,39,15,40,2,1,2,0,0,24,15,0,0,0,0,0,0,0,61.5,38.5,0.0,0.0,0.0,11,4,0,2,0,0,0,2,0,0.0,4,3,4,0,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,1.585,-0.977,0.0,4.631,350.735,0
149.26,14.709,25.287,1.131,26,11,26,6,3,0,0,6,15,10,1,0,0,0,0,1,0,57.7,38.5,3.8,0.0,0.0,4,6,0,1,0,0,0,1,0,0.545,2,1,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.807,2.0,-0.294,12.03,2.813,248.944,0
270.51,27.385,51.676,1.141,53,19,52,1,15,1,0,0,34,17,0,2,0,0,0,2,0,64.2,32.1,0.0,3.8,0.0,16,1,0,0,0,0,0,0,0,0.0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.879,26.3,5.449,498.745,0
207.3,18.665,31.825,1.132,32,15,32,7,5,1,0,6,17,12,1,2,0,0,0,3,0,53.1,37.5,3.1,6.3,0.0,5,7,0,1,0,0,0,1,0,0.4,2,0,1,0,0,0,0,6,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3.0,2.322,-0.265,38.33,2.659,324.171,0
256.48,25.858,48.792,1.141,50,18,49,1,14,1,0,0,32,16,0,2,0,0,0,2,0,64.0,32.0,0.0,4.0,0.0,15,1,0,0,0,0,0,0,0,0.0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.873,26.3,5.206,472.669,0
224.38,21.751,39.258,1.135,40,16,40,2,4,2,0,0,24,14,0,2,0,0,0,2,0,60.0,35.0,0.0,5.0,0.0,11,3,0,1,0,0,0,1,0,0.0,5,3,3,0,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.585,1.585,-0.856,26.3,3.289,390.234,0
116.22,7.428,9.92,1.067,10,6,10,5,0,0,0,5,4,4,0,0,2,0,2,2,0,40.0,40.0,0.0,0.0,0.0,0,4,0,1,0,0,1,0,0,0.833,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.585,1.807,0.158,67.04,1.441,142.575,0
228.42,22.805,43.025,1.142,44,16,43,1,11,1,0,0,28,14,0,2,0,0,0,2,0,63.6,31.8,0.0,4.5,0.0,13,1,0,0,0,0,0,0,0,0.0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.856,26.3,4.701,424.271,0
227.28,19.612,30.058,1.114,30,17,31,13,4,1,0,12,13,14,1,2,0,0,0,3,0,43.3,46.7,3.3,6.7,0.0,1,13,0,2,0,0,0,2,0,0.667,0,0,0,0,0,0,0,12,9,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3.807,3.0,0.353,52.32,3.457,304.722,0
284.54,28.912,54.559,1.141,56,20,55,1,16,1,0,0,36,18,0,2,0,0,0,2,0,64.3,32.1,0.0,3.6,0.0,17,1,0,0,0,0,0,0,0,0.0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.886,26.3,5.687,524.822,0
158.32,16.51,32.047,1.145,33,11,32,0,8,0,0,0,22,10,0,1,0,0,0,1,0,66.7,30.3,0.0,3.0,0.0,10,0,0,0,0,0,0,0,0,0.0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,-0.877,9.23,2.894,312.007,0
128.19,11.59,20.956,1.139,21,9,20,2,4,2,0,0,12,7,0,2,0,0,0,2,0,57.1,33.3,0.0,9.5,0.0,4,3,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.585,1.585,-0.742,26.3,1.619,230.017,0
314.72,22.274,34.651,1.14,33,21,34,9,2,3,0,6,12,13,2,4,0,1,1,8,2,36.4,39.4,6.1,12.1,6.1,4,9,0,2,0,0,0,2,0,0.273,2,1,0,0,1,0,0,6,3,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.322,2.807,-0.61,68.2,2.693,374.31,0
158.22,13.832,25.167,1.141,25,11,24,2,5,2,0,0,14,8,0,3,0,0,0,3,0,56.0,32.0,0.0,12.0,0.0,6,2,0,0,0,0,0,0,0,0.0,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.585,1.585,-0.702,43.37,1.117,272.013,0
210.3,18.886,32.934,1.132,33,15,33,6,7,1,0,5,18,12,0,3,0,0,0,3,0,54.5,36.4,0.0,9.1,0.0,7,5,0,1,0,0,1,0,0,0.333,2,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.807,2.17,-0.781,39.44,1.821,330.711,0
114.21,11.402,21.513,1.142,22,8,21,1,5,1,0,0,14,7,0,1,0,0,0,1,0,63.6,31.8,0.0,4.5,0.0,5,2,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,-0.828,9.23,1.795,224.118,0
200.41,21.09,40.698,1.143,42,14,41,0,11,0,0,0,28,13,0,1,0,0,0,1,0,66.7,31.0,0.0,2.4,0.0,13,0,0,0,0,0,0,0,0,0.0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,-0.905,9.23,3.739,390.237,0
208.38,21.036,37.931,1.133,39,15,39,2,3,2,0,0,24,14,0,1,0,0,0,1,0,61.5,35.9,0.0,2.6,0.0,11,3,0,1,0,0,0,1,0,0.0,5,4,1,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.585,1.585,-0.912,17.07,3.358,373.42,0
172.25,15.359,28.051,1.141,28,12,28,1,5,1,0,0,16,9,0,3,0,0,0,3,0,57.1,32.1,0.0,10.7,0.0,8,1,0,1,0,0,1,0,0,0.0,1,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1.0,1.0,-0.727,35.53,1.149,270.822,0
154.23,14.117,24.84,1.133,25,11,24,2,6,1,1,0,14,9,0,2,0,0,0,2,0,56.0,36.0,0.0,8.0,0.0,6,1,2,0,0,0,0,0,0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.585,2.0,-0.79,26.3,2.27,272.039,0
218.37,21.51,37.047,1.126,38,16,38,4,4,4,0,0,22,15,0,1,0,0,0,1,0,57.9,39.5,0.0,2.6,0.0,8,7,0,1,0,0,0,1,0,0.0,4,3,1,0,2,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.322,2.322,-0.917,17.07,3.427,370.133,0
196.37,20.036,36.931,1.137,38,14,38,1,7,1,0,0,24,13,0,1,0,0,0,1,0,63.2,34.2,0.0,2.6,0.0,12,1,0,1,0,0,1,0,0,0.0,1,10,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,-0.905,17.07,4.114,346.955,0
276.46,26.805,47.025,1.13,48,20,48,7,12,1,0,6,28,18,0,2,0,0,0,2,0,58.3,37.5,0.0,4.2,0.0,11,7,0,1,0,0,0,1,0,0.3,1,9,0,0,0,0,0,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.886,26.3,5.392,459.722,0
262.43,25.278,44.141,1.129,45,19,45,7,11,1,0,6,26,17,0,2,0,0,0,2,0,57.8,37.8,0.0,4.4,0.0,10,7,0,1,0,0,0,1,0,0.316,1,8,0,0,0,0,0,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.879,26.3,5.155,433.645,0
252.44,24.805,45.025,1.135,46,18,45,3,10,3,0,0,28,16,0,2,0,0,0,2,0,60.9,34.8,0.0,4.3,0.0,11,5,0,0,0,0,0,0,0,0.0,4,6,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,2.0,-0.873,26.3,4.09,461.34,0
168.21,14.305,24.284,1.13,24,12,24,6,4,1,0,5,12,9,0,3,0,0,0,3,0,50.0,37.5,0.0,12.5,0.0,4,5,0,1,0,0,1,0,0,0.417,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.807,2.17,-0.727,39.44,1.213,250.422,0
210.3,18.886,32.934,1.132,33,15,33,6,8,1,0,5,18,12,0,3,0,0,0,3,0,54.5,36.4,0.0,9.1,0.0,7,5,0,1,0,0,1,0,0,0.333,1,5,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.807,2.17,-0.781,39.44,2.089,326.954,0
240.43,23.805,44.025,1.138,45,17,45,1,5,1,0,0,28,15,0,2,0,0,0,2,0,62.2,33.3,0.0,4.4,0.0,14,1,0,1,0,0,0,1,0,0.0,5,5,4,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.865,26.3,3.653,427.191,0
228.42,22.805,43.025,1.142,44,16,43,1,12,1,0,0,28,14,0,2,0,0,0,2,0,63.6,31.8,0.0,4.5,0.0,13,1,0,0,0,0,0,0,0,0.0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,-0.856,26.3,4.701,420.515,0
194.25,16.832,28.167,1.126,28,14,28,7,6,1,0,6,14,11,0,3,0,0,0,3,0,50.0,39.3,0.0,10.7,0.0,4,7,0,1,0,0,0,1,0,0.429,0,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3.0,2.322,-0.766,35.53,1.842,292.301,0
192.28,17.644,29.723,1.125,30,14,30,7,5,1,0,6,16,12,0,2,0,0,0,2,0,53.3,40.0,0.0,6.7,0.0,5,7,0,1,0,0,0,1,0,0.429,2,3,0,0,0,0,0,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,2.322,-0.835,26.3,2.959,304.96,0
166.29,16.456,29.28,1.132,30,12,30,2,3,2,0,0,18,11,0,1,0,0,0,1,0,60.0,36.7,0.0,3.3,0.0,8,3,0,1,0,0,1,0,0,0.0,3,4,1,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.585,1.585,-0.888,17.07,2.541,285.143,0
244.37,22.181,40.912,1.142,41,17,40,2,9,2,0,0,24,13,0,4,0,0,0,4,0,58.5,31.7,0.0,9.8,0.0,11,2,0,0,0,0,0,0,0,0.0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.585,1.585,-0.75,52.6,2.586,420.908,0
